true_utility,false_utility,complexity
3.811,3.811,0.6293333333333333
1.313,5.578,0.6293333333333333
3.569,3.569,0.6506666666666666
2.373,2.964,0.789
2.782,4.196,0.828
2.871,2.871,0.6533333333333333
2.579,2.579,0.632
2.826,2.826,0.6133333333333333
0.817,9.348,0.6213333333333333
1.807,1.807,0.6133333333333333
1.78,4.834,0.822
3.412,3.412,0.879
3.009,4.079,0.87
5.007,5.007,0.792
2.095,2.48,0.664
2.58,2.58,0.64
3.058,3.058,0.81
4.638,5.533,0.6213333333333333
0.457,10.292,0.6666666666666666
1.908,6.287,0.795
3.667,3.969,0.864
2.713,2.805,0.822
3.687,3.687,0.795
3.764,3.806,0.792
3.719,3.727,0.78
2.668,4.591,0.768
5.084,5.247,0.834
2.492,3.916,0.5973333333333334
1.532,2.438,0.6053333333333333
2.82,2.82,0.6346666666666667
2.505,2.942,0.786
2.113,2.448,0.576
3.56,3.56,0.858
2.875,5.141,0.774
2.736,2.736,0.664
0.591,10.893,0.849
3.624,3.624,0.762
3.179,3.179,0.795
3.539,3.599,0.903
3.771,3.893,0.6533333333333333
3.568,3.65,0.843
1.838,2.674,0.6693333333333333
0.774,8.606,0.5866666666666667
1.349,8.937,0.6613333333333333
2.584,2.651,0.6053333333333333
3.226,4.887,0.882
3.602,3.602,0.813
2.25,2.25,0.6346666666666667
3.457,3.457,0.801
3.728,3.728,0.789
2.363,2.363,0.6586666666666666
3.543,3.561,0.783
1.517,8.269,0.5706666666666667
0.851,7.493,0.592
2.866,2.866,0.6053333333333333
2.466,2.466,0.6613333333333333
3.37,3.524,0.795
2.616,2.616,0.798
2.434,6.766,0.6346666666666667
0.567,9.821,0.6133333333333333
2.884,2.884,0.6453333333333333
2.78,3.373,0.6693333333333333
3.193,4.439,0.664
1.718,2.32,0.5626666666666666
0.684,10.669,0.6106666666666667
3.111,3.129,0.774
4.326,4.675,0.828
2.809,3.008,0.855
2.988,3.459,0.759
4.113,4.113,0.656
4.713,4.713,0.672
2.741,4.423,0.664
4.102,4.647,0.672
2.679,2.809,0.765
2.022,3.05,0.6053333333333333
2.073,4.517,0.828
2.569,3.906,0.795
3.326,3.326,0.6293333333333333
3.158,3.158,0.819
3.387,3.387,0.656
2.754,3.125,0.608
1.552,6.072,0.648
3.227,3.617,0.789
0.681,9.452,0.632
2.834,3.121,0.798
3.943,4.389,0.819
3.483,3.483,0.6613333333333333
3.783,3.783,0.852
3.319,3.319,0.765
3.385,3.385,0.84
1.337,9.036,0.64
3.86,4.699,0.879
2.216,7.248,0.672
2.021,2.849,0.759
2.842,6.671,0.789
0.796,10.422,0.584
3.689,3.689,0.768
4.832,4.937,0.6266666666666667
3.365,3.947,0.813
2.022,2.022,0.774
0.926,9.819,0.648
2.903,4.434,0.81
4.121,4.932,0.843
1.267,9.067,0.6693333333333333
2.664,2.674,0.648
3.909,4.404,0.831
2.904,2.904,0.762
2.82,2.82,0.765
0.978,9.792,0.789
2.355,2.355,0.822
2.492,3.157,0.807
1.349,4.981,0.804
2.517,2.517,0.6426666666666667
3.252,3.252,0.6666666666666666
3.976,3.976,0.774
2.522,2.522,0.6506666666666666
2.98,4.634,0.837
3.06,3.06,0.804
3.104,3.104,0.6586666666666666
2.424,2.424,0.6293333333333333
4.17,4.447,0.894
4.11,4.11,0.774
1.686,7.863,0.777
3.315,3.315,0.648
2.285,6.524,0.849
