true_utility,false_utility,complexity
4.805,5.289,1
4.406,4.988,1
5.079,5.518,1
5.517,5.726,1
5.292,5.97,1
4.867,5.624,1
5.12,5.226,1
5.317,5.705,1
5.16,5.262,1
4.886,5.34,1
5.286,5.378,1
5.022,5.2,1
5.271,5.583,1
4.656,4.883,1
5.044,5.263,1
4.968,5.416,1
5.354,5.7,1
5.224,5.784,1
4.703,5.29,1
5.218,5.866,1
4.929,4.929,1
5.23,5.583,1
4.89,5.058,1
5.176,5.452,1
5.141,5.634,1
4.875,5.191,1
5.161,5.541,1
4.895,5.066,1
4.834,5.451,1
4.312,5.032,1
5.359,5.683,1
5.335,5.883,1
5.814,5.902,1
5.034,5.327,1
5.318,5.606,1
5.497,5.646,1
5.27,5.553,1
4.529,5.249,1
4.657,5.062,1
4.756,5.073,1
4.976,5.297,1
4.687,5.014,1
4.901,5.009,1
4.798,5.518,1
4.788,5.148,1
4.747,5.275,1
4.806,5.141,1
4.968,5.193,1
4.6,4.915,1
5.006,5.372,1
5.486,5.745,1
5.103,5.784,1
4.59,5.636,1
5.331,5.567,1
5.06,5.666,1
4.891,4.891,1
4.506,5.122,1
4.816,5.423,1
5.025,5.571,1
4.874,5.197,1
5.119,5.767,1
5.057,5.25,1
5.181,5.494,1
5.191,5.248,1
4.913,5.158,1
4.795,5.464,1
5.171,5.59,1
5.498,5.922,1
5.486,5.659,1
5.438,5.65,1
4.766,5.522,1
5.065,5.655,1
4.973,5.389,1
4.516,5.19,1
5.077,5.392,1
5.113,5.141,1
4.09,4.608,1
5.199,5.199,1
5.569,5.903,1
5.106,5.184,1
5.441,5.735,1
4.725,6.241,1
5.704,5.734,1
4.989,5.272,1
5.018,5.444,1
5.086,5.586,1
4.711,5.414,1
4.637,5.204,1
5.11,5.435,1
4.659,5.328,1
4.647,5.703,1
5.19,5.339,1
4.758,5.273,1
5.253,5.299,1
5.312,5.521,1
5.063,5.535,1
4.749,5.379,1
4.699,5.116,1
4.882,5.03,1
4.956,5.405,1
5.234,6.097,1
5.084,5.428,1
5.039,5.36,1
4.679,5.076,1
4.785,5.193,1
5.032,5.525,1
5.236,5.37,1
5.486,5.544,1
5.022,5.746,1
4.812,5.324,1
4.284,5.872,1
5.022,5.235,1
4.918,5.149,1
5.195,5.804,1
4.88,5.407,1
4.547,5.173,1
5.625,5.709,1
5.3,5.394,1
4.763,5.186,1
4.973,5.625,1
4.774,5.233,1
5.036,5.566,1
4.606,5.168,1
4.635,4.882,1
4.129,5.589,1
4.706,5.073,1
4.789,5.69,1
5.2,5.374,1
5.139,5.328,1
4.679,5.168,1
4.641,5.492,1
4.422,5.764,1
5.186,5.806,1
5.307,5.378,1
4.818,5.388,1
5.231,5.355,1
5.185,5.467,1
5.239,5.371,1
4.618,5.286,1
4.753,5.003,1
4.469,5.152,1
4.808,5.156,1
4.982,5.301,1
5.291,5.947,1
4.691,5.145,1
5.153,5.284,1
5.492,5.542,1
4.63,5.506,1
4.647,4.762,1
4.783,5.568,1
4.906,5.546,1
5.028,5.264,1
5.264,5.419,1
4.911,5.269,1
4.536,4.943,1
5.031,5.313,1
4.02,5.337,1
4.475,5.322,1
5.343,5.795,1
5.128,5.474,1
5.161,5.42,1
4.56,5.476,1
5.024,5.22,1
4.814,5.869,1
4.737,4.882,1
4.384,5.058,1
4.739,4.809,1
4.498,5.541,1
5.362,5.794,1
5.138,5.392,1
4.691,5.485,1
5.184,5.419,1
5.15,5.907,1
5.38,5.945,1
5.321,5.515,1
5.124,5.611,1
5.37,5.718,1
4.974,5.8,1
5.009,5.537,1
5.087,5.197,1
4.898,5.348,1
5.067,5.562,1
4.483,4.887,1
4.884,5.183,1
5.359,5.711,1
4.511,5.415,1
5.233,5.561,1
5.001,5.285,1
5.161,5.539,1
5.222,5.686,1
4.637,5.577,1
4.702,5.393,1
5.354,5.819,1
5.179,5.851,1
5.216,5.379,1
5.187,5.222,1
5.116,5.303,1
5.136,5.244,1
4.548,5.22,1
5.374,5.595,1
5.064,5.193,1
4.583,5.036,1
4.228,5.042,1
5.056,5.58,1
5.358,5.588,1
4.358,5.881,1
4.774,4.835,1
4.689,4.979,1
5.086,5.661,1
5.162,5.411,1
5.475,5.505,1
5.032,5.236,1
