,misspecified_reward_value,kl_divergence_penalty,gamma,t_inv,q_cap,category,reward,utility,error
29,20,,0.99,0.7692307692307693,6.0,q_cap_t_inv_0.7692307692307693,630.9566173553467,537.2200148105621,
30,20,1.0,0.99,0.7692307692307693,6.0,q_cap_soft_t_inv_0.7692307692307693,640.4730863571167,617.956470489502,
31,20,,0.99,0.38461538461538464,6.7,q_cap_t_inv_0.38461538461538464,683.7363801002502,513.8689131736755,
32,20,1.0,0.99,0.38461538461538464,6.7,q_cap_soft_t_inv_0.38461538461538464,692.6111001968384,635.4334931373596,
33,20,,0.99,0.7692307692307693,6.7,q_cap_t_inv_0.7692307692307693,683.5290908813477,515.8722269535065,
34,20,1.0,0.99,0.7692307692307693,6.7,q_cap_soft_t_inv_0.7692307692307693,693.5627636909485,642.4543542861938,
35,20,,0.99,0.38461538461538464,7.0,q_cap_t_inv_0.38461538461538464,708.2481474876404,498.33667373657227,
36,20,1.0,0.99,0.38461538461538464,7.0,q_cap_soft_t_inv_0.38461538461538464,716.2918601036072,627.0330214500427,
37,20,,0.99,0.7692307692307693,7.0,q_cap_t_inv_0.7692307692307693,708.076286315918,501.0194561481476,
38,20,1.0,0.99,0.7692307692307693,7.0,q_cap_soft_t_inv_0.7692307692307693,717.17351770401,629.0073318481445,
39,20,,0.99,0.38461538461538464,7.5,q_cap_t_inv_0.38461538461538464,751.681743144989,468.37957072257996,
40,20,1.0,0.99,0.38461538461538464,7.5,q_cap_soft_t_inv_0.38461538461538464,756.8947958946228,574.7738077640533,
41,20,,0.99,0.7692307692307693,7.5,q_cap_t_inv_0.7692307692307693,751.5497426986694,472.90306854248047,
42,20,1.0,0.99,0.7692307692307693,7.5,q_cap_soft_t_inv_0.7692307692307693,757.6668744087219,567.6323339939117,
43,20,,0.99,0.38461538461538464,8.0,q_cap_t_inv_0.38461538461538464,797.6950840950012,437.18928933143616,
44,20,1.0,0.99,0.38461538461538464,8.0,q_cap_soft_t_inv_0.38461538461538464,800.718517780304,506.4432816505432,
45,20,,0.99,0.7692307692307693,8.0,q_cap_t_inv_0.7692307692307693,797.9040713310242,441.02405321598053,
46,20,1.0,0.99,0.7692307692307693,8.0,q_cap_soft_t_inv_0.7692307692307693,801.4692678451538,498.147429227829,
47,20,,0.99,0.38461538461538464,8.5,q_cap_t_inv_0.38461538461538464,845.2148957252502,408.8320382833481,
48,20,1.0,0.99,0.38461538461538464,8.5,q_cap_soft_t_inv_0.38461538461538464,847.8389792442322,451.30162525177,
49,20,,0.99,0.7692307692307693,8.5,q_cap_t_inv_0.7692307692307693,846.1376004219055,411.0528851747513,
50,20,1.0,0.99,0.7692307692307693,8.5,q_cap_soft_t_inv_0.7692307692307693,848.5287795066833,445.17943251132965,
51,20,,0.99,0.38461538461538464,9.0,q_cap_t_inv_0.38461538461538464,893.3882484436035,385.87466263771057,
52,20,1.0,0.99,0.38461538461538464,9.0,q_cap_soft_t_inv_0.38461538461538464,896.6774125099182,412.96563732624054,
53,20,,0.99,0.7692307692307693,9.0,q_cap_t_inv_0.7692307692307693,895.0837798118591,385.8714793920517,
54,20,1.0,0.99,0.7692307692307693,9.0,q_cap_soft_t_inv_0.7692307692307693,897.6652092933655,408.1330568790436,
55,20,,0.99,0.38461538461538464,9.5,q_cap_t_inv_0.38461538461538464,941.7618126869202,368.9223074913025,
56,20,1.0,0.99,0.38461538461538464,9.5,q_cap_soft_t_inv_0.38461538461538464,945.9855074882507,387.63625133037567,
57,20,,0.99,0.7692307692307693,9.5,q_cap_t_inv_0.7692307692307693,944.223051071167,367.23726534843445,
58,20,1.0,0.99,0.7692307692307693,9.5,q_cap_soft_t_inv_0.7692307692307693,947.2983436584473,384.204225897789,
59,20,,0.99,0.38461538461538464,10.0,q_cap_t_inv_0.38461538461538464,990.1794729232788,356.8488870859146,
60,20,1.0,0.99,0.38461538461538464,10.0,q_cap_soft_t_inv_0.38461538461538464,995.2087025642395,371.29839408397675,
61,20,,0.99,0.7692307692307693,10.0,q_cap_t_inv_0.7692307692307693,993.3909034729004,353.22035509347916,
62,20,1.0,0.99,0.7692307692307693,10.0,q_cap_soft_t_inv_0.7692307692307693,996.6115555763245,369.9387217760086,
