,misspecified_reward_mean,misspecified_reward_stderr,true_utility_mean,true_utility_stderr,buffer_size,batch_size,kl_divergence_target,gamma,reward_cap,t_inv_sample,t_inv_deploy,kl_divergence_coefficient,variable_t_inv,q_cap,misspecified_reward_value
0,6.935333333333333,0.2517203033350926,6.816,0.24895180256427152,1000000,1024,,0.99,,0.07692307692307693,0.007692307692307693,auto,False,,20
0,7.255,0.23148290073639008,7.097,0.1736356338236289,1000000,1024,,0.99,,0.07692307692307693,0.015384615384615385,auto,False,,20
0,7.486666666666667,1.0022099469561145,7.457666666666668,0.9851467459780351,1000000,1024,,0.99,,0.07692307692307693,0.038461538461538464,auto,False,,20
0,10.425333333333333,2.6608596564101443,4.25,1.3598824704118122,1000000,1024,,0.99,,0.07692307692307693,0.07692307692307693,auto,False,,20
0,17.927333333333333,0.30666068834752525,0.7923333333333332,0.40574923837814464,1000000,1024,,0.99,,0.07692307692307693,0.11538461538461539,auto,False,,20
0,11.806,5.079503519045932,0.6960000000000001,0.5987898908075631,1000000,1024,,0.99,,0.07692307692307693,0.15384615384615385,auto,False,,20
0,9.407,4.878109914027495,1.4989999999999999,0.7542574715130991,1000000,1024,,0.99,,0.07692307692307693,0.23076923076923078,auto,False,,20
0,13.282666666666666,5.746060515209047,0.654,0.5706391153785377,1000000,1024,,0.99,,0.07692307692307693,0.38461538461538464,auto,False,,20
