,misspecified_reward_mean,misspecified_reward_stderr,true_utility_mean,true_utility_stderr,buffer_size,batch_size,kl_divergence_target,gamma,reward_cap,t_inv_sample,t_inv_deploy,kl_divergence_coefficient,variable_t_inv,q_cap,misspecified_reward_value
0,7.7796666666666665,0.2144328436700975,7.6256666666666675,0.2610532087099829,1000000,1024,,0.99,,0.07692307692307693,0.007692307692307693,,False,,13
0,7.4799999999999995,0.17638121593109998,7.428999999999999,0.19567660394981634,1000000,1024,,0.99,,0.07692307692307693,0.015384615384615385,,False,,13
0,7.6499999999999995,0.2573642036751292,7.527,0.26313938005044635,1000000,1024,,0.99,,0.07692307692307693,0.038461538461538464,,False,,13
0,8.092,0.2835930182497447,4.958666666666667,2.0484690489349466,1000000,1024,,0.99,,0.07692307692307693,0.07692307692307693,,False,,13
0,10.655,0.03108590248542452,0.48666666666666664,0.0859793256803311,1000000,1024,,0.99,,0.07692307692307693,0.11538461538461539,,False,,13
0,11.291333333333332,0.1542836493101083,0.592,0.14303962155058064,1000000,1024,,0.99,,0.07692307692307693,0.15384615384615385,,False,,13
0,11.936666666666667,0.07788096329941273,0.33666666666666667,0.036552853665768846,1000000,1024,,0.99,,0.07692307692307693,0.23076923076923078,,False,,13
0,11.719666666666669,0.5864708953657555,1.1716666666666666,0.824855004093312,1000000,1024,,0.99,,0.07692307692307693,0.38461538461538464,,False,,13
